ts,close,signal_score,score_smooth,rsi_14,bb_pctB,funding_bps,bull_regime,buy_alert,sell_alert,alert_confidence,alert_reasons
2025-03-30 04:00:00+00:00,12.95,1,0.6717161165828341,51.20370016303083,,,0,0,0,0.0,
2025-03-30 05:00:00+00:00,12.791,1,0.8030296699497005,45.94876847749959,,,0,0,0,0.0,
2025-03-30 06:00:00+00:00,12.689,-1,0.08181780196982025,42.90663728899645,,,0,0,0,0.0,
2025-03-30 07:00:00+00:00,12.54,-1,-0.3509093188181079,38.85929647594741,,,0,0,0,0.0,
2025-03-30 08:00:00+00:00,12.633,-1,-0.6105455912908647,42.504805742965026,,,0,0,0,0.0,
2025-03-30 09:00:00+00:00,12.53,-1,-0.7663273547745189,39.682732361811674,,,0,0,0,0.0,
2025-03-30 10:00:00+00:00,12.481,-2,-1.2597964128647114,38.37731788446619,,,0,0,0,0.0,
2025-03-30 11:00:00+00:00,12.597,0,-0.7558778477188268,43.14555530315212,,,0,0,0,0.0,
2025-03-30 12:00:00+00:00,12.692,-1,-0.8535267086312961,46.777684898456705,,,0,0,0,0.0,
2025-03-30 13:00:00+00:00,12.45,-1,-0.9121160251787777,39.802117554241896,,,0,0,0,0.0,
2025-03-30 14:00:00+00:00,12.579,-1,-0.9472696151072666,44.54900750406901,,,0,0,0,0.0,
2025-03-30 15:00:00+00:00,12.524,-1,-0.96836176906436,42.992406290678495,,,0,0,0,0.0,
2025-03-30 16:00:00+00:00,12.45,-2,-1.3810170614386161,40.92066406325838,,,0,0,0,0.0,
2025-03-30 17:00:00+00:00,12.488,0,-0.8286102368631697,42.4542006859844,,,0,0,0,0.0,
2025-03-30 18:00:00+00:00,12.71,1,-0.09716614211790178,50.53270195307195,,,0,0,0,0.0,
2025-03-30 19:00:00+00:00,12.569,-1,-0.4582996852707411,46.10558003380443,,,0,0,0,0.0,
2025-03-30 20:00:00+00:00,12.52,-1,-0.6749798111624447,44.64187671862828,,,0,0,0,0.0,
2025-03-30 21:00:00+00:00,12.448,-1,-0.8049878866974668,42.50649293417801,,,0,0,0,0.0,
2025-03-30 22:00:00+00:00,12.48,-1,-0.88299273201848,43.79332987309647,,,0,0,0,0.0,
2025-03-30 23:00:00+00:00,12.477,-1,-0.929795639211088,43.694590956954315,,,0,0,0,0.0,
2025-03-31 00:00:00+00:00,12.295,-3,-1.757877383526653,38.08457251461403,,,0,0,0,0.0,
2025-03-31 01:00:00+00:00,12.58,2,-0.2547264301159917,49.10440436131548,,,0,0,0,0.0,
2025-03-31 02:00:00+00:00,12.535,-1,-0.552835858069595,47.66195594941314,,,0,0,0,0.0,
2025-03-31 03:00:00+00:00,12.36,-1,-0.731701514841757,42.440725521494365,,,0,0,0,0.0,
2025-03-31 04:00:00+00:00,12.462,-1,-0.8390209089050542,46.1439680695804,,,0,0,0,0.0,
2025-03-31 05:00:00+00:00,12.555,1,-0.10341254534303249,49.34407546061182,,,0,0,0,0.0,
2025-03-31 06:00:00+00:00,12.604,1,0.33795247279418056,50.99625517534643,,,0,0,0,0.0,
2025-03-31 07:00:00+00:00,12.484,-1,-0.1972285163234917,46.95703475681602,,,0,0,0,0.0,
2025-03-31 08:00:00+00:00,12.699,1,0.281662890205905,53.98880507736298,,,0,0,0,0.0,
2025-03-31 09:00:00+00:00,12.55,1,0.568997734123543,49.12809926946517,,,0,0,0,0.0,
2025-03-31 10:00:00+00:00,12.821,2,1.1413986404741259,56.7542705301122,,,0,0,0,0.0,
2025-03-31 11:00:00+00:00,12.75,3,1.8848391842844756,54.45118703755006,,,0,0,0,0.0,
2025-03-31 12:00:00+00:00,12.697,3,2.3309035105706855,52.7309858940202,,,0,0,0,0.0,
2025-03-31 13:00:00+00:00,12.597,3,2.5985421063424115,49.5502573353431,,,0,0,0,0.0,
2025-03-31 14:00:00+00:00,12.905,4,3.159125263805447,57.96122832148573,,,0,0,0,0.0,
2025-03-31 15:00:00+00:00,13.1,4,3.495475158283268,62.25212685274845,,,0,0,0,0.0,
2025-03-31 16:00:00+00:00,13.229,4,3.6972850949699607,64.81097900413178,,,0,0,0,0.0,
2025-03-31 17:00:00+00:00,13.163,3,3.4183710569819765,62.47744115579206,,,0,0,0,0.0,
2025-03-31 18:00:00+00:00,13.365,4,3.651022634189186,66.45802696344701,,,0,0,0,0.0,
2025-03-31 19:00:00+00:00,13.088,3,3.3906135805135116,57.4566683283989,,,0,0,0,0.0,
2025-03-31 20:00:00+00:00,13.029,3,3.234368148308107,55.72537541775144,,,0,0,0,0.0,
2025-03-31 21:00:00+00:00,13.062,3,3.140620888984864,56.51463496297935,,,0,0,0,0.0,
2025-03-31 22:00:00+00:00,13.05,3,3.0843725333909187,56.1228420278911,,,0,0,0,0.0,
2025-03-31 23:00:00+00:00,12.987,3,3.0506235200345513,54.0060317859981,,,0,0,0,0.0,
2025-04-01 00:00:00+00:00,13.004,3,3.030374112020731,54.50468884093346,,,0,0,0,0.0,
2025-04-01 01:00:00+00:00,13.039,2,2.6182244672124386,55.5726496267882,,,0,0,0,0.0,
2025-04-01 02:00:00+00:00,13.499,5,3.570934680327463,66.65235681737013,,,0,0,0,0.0,
2025-04-01 03:00:00+00:00,13.562,4,3.742560808196478,67.83545998305999,,,0,0,0,0.0,
2025-04-01 04:00:00+00:00,13.643,4,3.845536484917887,69.341503352895,,,0,0,0,0.0,
2025-04-01 05:00:00+00:00,13.571,3,3.507321890950732,66.36680321666755,,,0,0,0,0.0,
2025-04-01 06:00:00+00:00,13.469,3,3.3043931345704394,62.28999223943975,,,0,0,0,0.0,
2025-04-01 07:00:00+00:00,13.469,3,3.182635880742264,62.28999223943975,,,0,0,0,0.0,
2025-04-01 08:00:00+00:00,13.735,3,3.1095815284453585,68.19838874802713,,,0,0,0,0.0,
2025-04-01 09:00:00+00:00,13.803,3,3.065748917067215,69.51341304552481,,,0,0,0,0.0,
2025-04-01 10:00:00+00:00,13.577,3,3.039449350240329,60.5516250521202,,,0,0,0,0.0,
2025-04-01 11:00:00+00:00,13.49,3,3.0236696101441973,57.47952926450404,,,0,0,0,0.0,
2025-04-01 12:00:00+00:00,13.51,2,2.614201766086518,58.00697949956754,,,0,0,0,0.0,
2025-04-01 13:00:00+00:00,13.504,3,2.768521059651911,57.77543599839529,,,0,0,0,0.0,
2025-04-01 14:00:00+00:00,13.423,3,2.8611126357911467,54.606488486892125,,,0,0,0,0.0,
2025-04-01 15:00:00+00:00,13.807,3,2.9166675814746883,64.53711711405663,,,0,0,0,0.0,
2025-04-01 16:00:00+00:00,13.574,3,2.950000548884813,56.46525661896408,,,0,0,0,0.0,
2025-04-01 17:00:00+00:00,13.425,1,2.170000329330888,51.98733325100025,,,0,0,0,0.0,
2025-04-01 18:00:00+00:00,13.25,1,1.7020001975985326,47.248019870383715,,,0,0,0,0.0,
2025-04-01 19:00:00+00:00,13.246,1,1.4212001185591197,47.14223229680151,,,0,0,0,0.0,
2025-04-01 20:00:00+00:00,13.424,1,1.2527200711354718,52.26423309935032,,,0,0,0,0.0,
2025-04-01 21:00:00+00:00,13.243,1,1.1516320426812832,47.25029879462496,,,0,0,0,0.0,
2025-04-01 22:00:00+00:00,13.314,1,1.0909792256087698,49.30479524775034,,,0,0,0,0.0,
2025-04-01 23:00:00+00:00,13.324,1,1.0545875353652618,49.602523820002546,,,0,0,0,0.0,
2025-04-02 00:00:00+00:00,13.086,0,0.632752521219157,43.11286119908923,,,0,0,0,0.0,
2025-04-02 01:00:00+00:00,13.21,1,0.7796515127314942,47.00328328078481,,,0,0,0,0.0,
2025-04-02 02:00:00+00:00,13.145,-1,0.0677909076388965,45.2561091196727,,,0,0,0,0.0,
2025-04-02 03:00:00+00:00,13.174,-1,-0.3593254554166621,46.216670260741026,,,0,0,0,0.0,
2025-04-02 04:00:00+00:00,13.252,-1,-0.6155952732499973,48.81795717499529,,,0,0,0,0.0,
2025-04-02 05:00:00+00:00,13.031,-1,-0.7693571639499984,42.53997403429952,,,0,0,0,0.0,
2025-04-02 06:00:00+00:00,12.962,-1,-0.861614298369999,40.77679998826074,,,0,0,0,0.0,
2025-04-02 07:00:00+00:00,13.187,-1,-0.9169685790219995,48.3015730021494,,,0,0,0,0.0,
2025-04-02 08:00:00+00:00,13.414,1,-0.15018114741319963,54.57271123619877,,,0,0,0,0.0,
2025-04-02 09:00:00+00:00,13.481,2,0.7098913115520803,56.25922222323453,,,0,0,0,0.0,
2025-04-02 10:00:00+00:00,13.51,3,1.6259347869312484,57.00329499263264,,,0,0,0,0.0,
2025-04-02 11:00:00+00:00,13.691,4,2.575560872158749,61.41505660708583,,,0,0,0,0.0,
2025-04-02 12:00:00+00:00,13.508,3,2.7453365232952494,55.243237573577616,,,0,0,0,0.0,
2025-04-02 13:00:00+00:00,13.473,3,2.8472019139771496,54.12297045471444,,,0,0,0,0.0,
2025-04-02 14:00:00+00:00,13.503,3,2.90832114838629,54.96595824838551,,,0,0,0,0.0,
2025-04-02 15:00:00+00:00,14.238,4,3.344992689031774,69.6702838167909,,,1,0,0,0.0,
2025-04-02 16:00:00+00:00,14.086,4,3.6069956134190644,64.94740381340338,,,1,0,0,0.0,
2025-04-02 17:00:00+00:00,13.812,3,3.3641973680514385,57.39438761164809,,,1,0,0,0.0,
2025-04-02 18:00:00+00:00,13.701,3,3.218518420830863,54.62303645327249,,,0,0,0,0.0,
2025-04-02 19:00:00+00:00,13.752,3,3.1311110524985177,55.68188844867967,,,1,0,0,0.0,
2025-04-02 20:00:00+00:00,13.292,0,1.8786666314991105,45.39314302525634,,,0,0,0,0.0,
2025-04-02 21:00:00+00:00,12.8,1,1.5271999788994663,37.42734273239812,,,0,0,0,0.0,
2025-04-02 22:00:00+00:00,12.104,-3,-0.2836800126603204,29.53214556069524,,,0,0,0,0.0,
2025-04-02 23:00:00+00:00,11.769,-3,-1.3702080075961924,26.62127382229548,,,0,0,0,0.0,
2025-04-03 00:00:00+00:00,12.212,-1,-1.2221248045577155,35.653532768623876,,,0,0,0,0.0,
2025-04-03 01:00:00+00:00,12.472,-1,-1.1332748827346293,40.29833234828333,,,0,0,0,0.0,
2025-04-03 02:00:00+00:00,12.53,-1,-1.0799649296407776,41.315989263078094,,,0,0,0,0.0,
2025-04-03 03:00:00+00:00,12.399,-1,-1.0479789577844665,39.67117095850961,,,0,0,0,0.0,
2025-04-03 04:00:00+00:00,12.574,-1,-1.02878737467068,42.93922249019834,,,0,0,0,0.0,
2025-04-03 05:00:00+00:00,12.383,-1,-1.0172724248024079,40.36888163090626,,,0,0,0,0.0,
2025-04-03 06:00:00+00:00,12.03,-1,-1.0103634548814446,36.07129801062317,,,0,0,0,0.0,
2025-04-03 07:00:00+00:00,11.938,-1,-1.0062180729288668,35.024770331622776,,,0,0,0,0.0,
2025-04-03 08:00:00+00:00,11.958,-1,-1.00373084375732,35.463123091731276,,,0,0,0,0.0,
2025-04-03 09:00:00+00:00,11.701,-1,-1.002238506254392,32.43497378707575,,,0,0,0,0.0,
2025-04-03 10:00:00+00:00,11.429,-2,-1.4013431037526352,29.55824201591159,,,0,0,0,0.0,
2025-04-03 11:00:00+00:00,11.266,-2,-1.640805862251581,27.95796642398888,,,0,0,0,0.0,
2025-04-03 12:00:00+00:00,11.148,-2,-1.7844835173509486,26.825705750516462,,,0,0,0,0.0,
2025-04-03 13:00:00+00:00,11.325,-1,-1.4706901104105692,31.318888683323394,,,0,0,0,0.0,
2025-04-03 14:00:00+00:00,11.179,-2,-1.6824140662463416,29.698941688337797,,,0,0,0,0.0,
2025-04-03 15:00:00+00:00,11.482,-1,-1.4094484397478049,36.98380028561657,,,0,0,0,0.0,
2025-04-03 16:00:00+00:00,11.449,-1,-1.245669063848683,36.539700825403976,,,0,0,0,0.0,
2025-04-03 17:00:00+00:00,11.432,-1,-1.1474014383092097,36.29789330995109,,,0,0,0,0.0,
2025-04-03 18:00:00+00:00,11.514,0,-0.6884408629855258,38.41493695853727,,,0,0,0,0.0,
2025-04-03 19:00:00+00:00,11.5,-1,-0.8130645177913155,38.181629115518795,,,0,0,0,0.0,
2025-04-03 20:00:00+00:00,11.655,-1,-0.8878387106747893,42.355826451983155,,,0,0,0,0.0,
2025-04-03 21:00:00+00:00,11.862,1,-0.1327032264048735,47.458322594912886,,,0,0,0,0.0,
2025-04-03 22:00:00+00:00,11.691,1,0.3203780641570759,43.99390504857652,,,0,0,0,0.0,
2025-04-03 23:00:00+00:00,11.697,1,0.5922268384942456,44.14796744581023,,,0,0,0,0.0,
2025-04-04 00:00:00+00:00,11.891,1,0.7553361030965474,49.03010755705161,,,0,0,0,0.0,
2025-04-04 01:00:00+00:00,11.729,1,0.8532016618579285,45.45681764951754,,,0,0,0,0.0,
2025-04-04 02:00:00+00:00,11.719,1,0.911920997114757,45.237650672097075,,,0,0,0,0.0,
2025-04-04 03:00:00+00:00,11.773,1,0.9471525982688542,46.73122634667334,,,0,0,0,0.0,
2025-04-04 04:00:00+00:00,11.525,1,0.9682915589613126,41.176787090037024,,,0,0,0,0.0,
2025-04-04 05:00:00+00:00,11.589,1,0.9809749353767876,43.057751726706535,,,0,0,0,0.0,
2025-04-04 06:00:00+00:00,11.495,1,0.9885849612260725,40.98480870888064,,,0,0,0,0.0,
2025-04-04 07:00:00+00:00,11.827,1,0.9931509767356436,50.118928489901634,,,0,0,0,0.0,
2025-04-04 08:00:00+00:00,11.913,1,0.9958905860413861,52.18348080687714,,,0,0,0,0.0,
2025-04-04 09:00:00+00:00,11.983,1,0.9975343516248317,53.857556087463074,,,0,0,0,0.0,
2025-04-04 10:00:00+00:00,11.302,-1,0.19852061097489898,39.404088173059606,,,0,0,0,0.0,
2025-04-04 11:00:00+00:00,11.314,-1,-0.2808876334150606,39.711118633291015,,,0,0,0,0.0,
2025-04-04 12:00:00+00:00,11.358,-1,-0.5685325800490364,40.89369197639625,,,0,0,0,0.0,
2025-04-04 13:00:00+00:00,11.788,1,0.058880451970578195,51.007620014453515,,,0,0,0,0.0,
2025-04-04 14:00:00+00:00,11.592,1,0.43532827118234696,47.05517599278003,,,0,0,0,0.0,
2025-04-04 15:00:00+00:00,11.451,-1,-0.13880303729059185,44.39036096458085,,,0,0,0,0.0,
2025-04-04 16:00:00+00:00,11.603,1,0.3167181776256449,47.820922561828354,,,0,0,0,0.0,
2025-04-04 17:00:00+00:00,12.156,2,0.990030906575387,57.9777989801575,,,0,0,0,0.0,
2025-04-04 18:00:00+00:00,11.952,1,0.9940185439452321,53.816144036264376,,,0,0,0,0.0,
2025-04-04 19:00:00+00:00,12.118,3,1.7964111263671394,56.549295920947934,,,0,0,0,0.0,
2025-04-04 20:00:00+00:00,12.196,3,2.277846675820284,57.8126554616578,,,0,0,0,0.0,
2025-04-04 21:00:00+00:00,12.186,3,2.5667080054921705,57.581500507993155,,,0,0,0,0.0,
2025-04-04 22:00:00+00:00,12.142,3,2.7400248032953023,56.5108457440014,,,0,0,0,0.0,
2025-04-04 23:00:00+00:00,11.867,3,2.8440148819771816,50.22516204442508,,,0,0,0,0.0,
2025-04-05 00:00:00+00:00,12.016,3,2.906408929186309,53.258767745234294,,,0,0,0,0.0,
2025-04-05 01:00:00+00:00,12.102,3,2.9438453575117856,54.9648416386762,,,0,0,0,0.0,
2025-04-05 02:00:00+00:00,11.924,3,2.9663072145070712,50.82942640689305,,,0,0,0,0.0,
2025-04-05 03:00:00+00:00,11.833,3,2.979784328704243,48.80767240067108,,,0,0,0,0.0,
2025-04-05 04:00:00+00:00,11.939,3,2.9878705972225457,51.240554259722465,,,0,0,0,0.0,
2025-04-05 05:00:00+00:00,11.783,2,2.5927223583335275,47.65137617165106,,,0,0,0,0.0,
2025-04-05 06:00:00+00:00,11.795,3,2.7556334150001165,47.95338179937576,,,0,0,0,0.0,
2025-04-05 07:00:00+00:00,11.825,3,2.85338004900007,48.74941879803361,,,0,0,0,0.0,
2025-04-05 08:00:00+00:00,11.793,3,2.912028029400042,47.90771439981848,,,0,0,0,0.0,
2025-04-05 09:00:00+00:00,12.034,3,2.947216817640025,54.30648408006464,,,0,0,0,0.0,
2025-04-05 10:00:00+00:00,12.028,4,3.3683300905840152,54.12821923911579,,,0,0,0,0.0,
2025-04-05 11:00:00+00:00,11.927,2,2.820998054350409,51.088113545805584,,,0,0,0,0.0,
2025-04-05 12:00:00+00:00,11.729,1,2.0925988326102454,45.67249373854175,,,0,0,0,0.0,
2025-04-05 13:00:00+00:00,11.485,-2,0.45555929956614716,40.0396478405953,,,0,0,0,0.0,
2025-04-05 14:00:00+00:00,11.561,-1,-0.12666442026031174,42.421642936701595,,,0,0,0,0.0,
2025-04-05 15:00:00+00:00,11.52,-1,-0.4759986521561871,41.46464804542033,,,0,0,0,0.0,
2025-04-05 16:00:00+00:00,11.571,-1,-0.6855991912937123,43.18169208375173,,,0,0,0,0.0,
2025-04-05 17:00:00+00:00,11.603,-1,-0.8113595147762274,44.28600458784583,,,0,0,0,0.0,
2025-04-05 18:00:00+00:00,11.801,-1,-0.8868157088657365,50.6741939327196,,,0,0,0,0.0,
2025-04-05 19:00:00+00:00,11.749,-1,-0.9320894253194418,49.08248783390256,,,0,0,0,0.0,
2025-04-05 20:00:00+00:00,11.815,-1,-0.9592536551916651,51.178586194609565,,,0,0,0,0.0,
2025-04-05 21:00:00+00:00,11.765,0,-0.5755521931149991,49.51556800301768,,,0,0,0,0.0,
2025-04-05 22:00:00+00:00,11.885,1,0.0546686841310006,53.427025511319115,,,0,0,0,0.0,
2025-04-05 23:00:00+00:00,12.029,3,1.2328012104786006,57.66578329553669,,,0,0,0,0.0,
2025-04-06 00:00:00+00:00,12.063,3,1.9396807262871605,58.62333280656333,,,0,0,0,0.0,
2025-04-06 01:00:00+00:00,11.938,3,2.3638084357722966,53.80488461282388,,,0,0,0,0.0,
2025-04-06 02:00:00+00:00,11.77,1,1.8182850614633779,48.08449392873342,,,0,0,0,0.0,
2025-04-06 03:00:00+00:00,11.689,1,1.4909710368780267,45.56894164114876,,,0,0,0,0.0,
2025-04-06 04:00:00+00:00,11.688,-2,0.09458262212681592,45.537268222766656,,,0,0,0,0.0,
2025-04-06 05:00:00+00:00,11.757,-1,-0.3432504267239105,48.212050783994805,,,0,0,0,0.0,
2025-04-06 06:00:00+00:00,11.676,-1,-0.6059502560343463,45.393637613298,,,0,0,0,0.0,
2025-04-06 07:00:00+00:00,11.579,-1,-0.7635701536206078,42.21128004430131,,,0,0,0,0.0,
2025-04-06 08:00:00+00:00,11.543,-1,-0.8581420921723647,41.0607542453838,,,0,0,0,0.0,
2025-04-06 09:00:00+00:00,11.506,-1,-0.9148852553034188,39.85829473850065,,,0,0,0,0.0,
2025-04-06 10:00:00+00:00,11.382,-1,-0.9489311531820512,36.048231805660144,,,0,0,0,0.0,
2025-04-06 11:00:00+00:00,11.432,-1,-0.9693586919092307,38.59703205509462,,,0,0,0,0.0,
2025-04-06 12:00:00+00:00,11.316,-1,-0.9816152151455384,35.101732038469436,,,0,0,0,0.0,
2025-04-06 13:00:00+00:00,11.108,-3,-1.7889691290873233,29.877066117341784,,,0,0,0,0.0,
2025-04-06 14:00:00+00:00,11.292,-1,-1.473381477452394,38.585500213466496,,,0,0,0,0.0,
2025-04-06 15:00:00+00:00,11.423,-1,-1.2840288864714364,43.924852450920014,,,0,0,0,0.0,
2025-04-06 16:00:00+00:00,11.098,-1,-1.170417331882862,35.64514816065483,,,0,0,0,0.0,
2025-04-06 17:00:00+00:00,10.6,-3,-1.9022503991297173,27.188170775715804,,,0,0,0,0.0,
2025-04-06 18:00:00+00:00,10.407,-3,-2.3413502394778307,24.73853573907077,,,0,0,0,0.0,
2025-04-06 19:00:00+00:00,10.622,-1,-1.8048101436866983,32.0800338431298,,,0,0,0,0.0,
2025-04-06 20:00:00+00:00,10.491,-1,-1.482886086212019,30.150200728265943,,,0,0,0,0.0,
2025-04-06 21:00:00+00:00,10.482,-1,-1.2897316517272115,30.016601988825883,,,0,0,0,0.0,
2025-04-06 22:00:00+00:00,10.23,-2,-1.5738389910363269,26.478658830186703,,,0,0,0,0.0,
2025-04-06 23:00:00+00:00,10.254,-2,-1.744303394621796,27.3568306418656,,,0,0,0,0.0,
2025-04-07 00:00:00+00:00,10.184,-2,-1.8465820367730776,26.367576739479745,,,0,0,0,0.0,
2025-04-07 01:00:00+00:00,10.784,1,-0.7079492220638465,44.794799170750714,,,0,0,0,0.0,
2025-04-07 02:00:00+00:00,10.514,-1,-0.8247695332383079,39.949711606376496,,,0,0,0,0.0,
2025-04-07 03:00:00+00:00,10.363,-1,-0.8948617199429848,37.50640831350764,,,0,0,0,0.0,
2025-04-07 04:00:00+00:00,10.124,-1,-0.9369170319657909,33.965553903408704,,,0,0,0,0.0,
2025-04-07 05:00:00+00:00,9.9482,-1,-0.9621502191794745,31.60221618768496,,,0,0,0,0.0,
2025-04-07 06:00:00+00:00,9.4532,-3,-1.7772901315076848,26.096222150480813,,,0,0,0,0.0,
2025-04-07 07:00:00+00:00,9.9329,-1,-1.466374078904611,37.46670069220994,,,0,0,0,0.0,
2025-04-07 08:00:00+00:00,10.103,-1,-1.2798244473427665,40.936848687480634,,,0,0,0,0.0,
2025-04-07 09:00:00+00:00,10.113,-1,-1.16789466840566,41.1436296248746,,,0,0,0,0.0,
2025-04-07 10:00:00+00:00,10.249,0,-0.700736801043396,44.01437080932956,,,0,0,0,0.0,
2025-04-07 11:00:00+00:00,10.284,-1,-0.8204420806260376,44.761093682438776,,,0,0,0,0.0,
2025-04-07 12:00:00+00:00,10.386,1,-0.09226524837562254,46.980492700567005,,,0,0,0,0.0,
2025-04-07 13:00:00+00:00,11.024,2,0.7446408509746265,58.27345615519612,,,0,0,0,0.0,
2025-04-07 14:00:00+00:00,10.919,1,0.8467845105847759,56.153615284636054,,,0,0,0,0.0,
2025-04-07 15:00:00+00:00,11.081,1,0.9080707063508655,58.65274916474058,,,0,0,0,0.0,
2025-04-07 16:00:00+00:00,10.592,1,0.9448424238105193,49.48419652025944,,,0,0,0,0.0,
2025-04-07 17:00:00+00:00,11.474,4,2.1669054542863115,61.250144139391814,,,0,0,0,0.0,
2025-04-07 18:00:00+00:00,11.117,3,2.500143272571787,55.60473130333284,,,0,0,0,0.0,
2025-04-07 19:00:00+00:00,11.377,3,2.700085963543072,58.5977044980771,,,0,0,0,0.0,
2025-04-07 20:00:00+00:00,11.731,3,2.8200515781258435,62.32219077700358,,,0,0,0,0.0,
2025-04-07 21:00:00+00:00,11.698,3,2.892030946875506,61.76439463222895,,,0,0,0,0.0,
2025-04-07 22:00:00+00:00,11.817,3,2.9352185681253036,63.04873408408477,,,0,0,0,0.0,
2025-04-07 23:00:00+00:00,11.489,3,2.961131140875182,57.33232892873604,,,0,0,0,0.0,
2025-04-08 00:00:00+00:00,11.445,3,2.976678684525109,56.59109002270575,,,0,0,0,0.0,
2025-04-08 01:00:00+00:00,11.998,3,2.9860072107150657,63.05596445774879,,,0,0,0,0.0,
2025-04-08 02:00:00+00:00,12.429,3,2.9916043264290395,67.16092470090615,,,1,0,0,0.0,
2025-04-08 03:00:00+00:00,12.392,3,2.994962595857424,66.47803286752966,,,1,0,0,0.0,
2025-04-08 04:00:00+00:00,12.371,3,2.9969775575144544,66.06742723636677,,,1,0,0,0.0,
2025-04-08 05:00:00+00:00,11.939,3,2.998186534508673,58.11525102892203,,,0,0,0,0.0,
2025-04-08 06:00:00+00:00,11.94,3,2.9989119207052037,58.12781494887851,,,0,0,0,0.0,
2025-04-08 07:00:00+00:00,12.003,3,2.9993471524231223,58.96297619382703,,,0,0,0,0.0,
2025-04-08 08:00:00+00:00,11.905,3,2.9996082914538733,57.05654817589059,,,0,0,0,0.0,
2025-04-08 09:00:00+00:00,11.814,2,2.599764974872324,55.26953870113323,,,0,0,0,0.0,
2025-04-08 10:00:00+00:00,12.013,3,2.7598589849233948,58.342195840870666,,,0,0,0,0.0,
2025-04-08 11:00:00+00:00,12.223,3,2.855915390954037,61.35876074076246,,,1,0,0,0.0,
2025-04-08 12:00:00+00:00,12.216,3,2.9135492345724225,61.19967588073456,,,1,0,0,0.0,
2025-04-08 13:00:00+00:00,12.116,3,2.948129540743454,58.85219751889726,,,1,0,0,0.0,
2025-04-08 14:00:00+00:00,11.588,1,2.168877724446072,48.314443370580456,,,0,0,0,0.0,
2025-04-08 15:00:00+00:00,11.581,1,1.7013266346676432,48.19124574660427,,,0,0,0,0.0,
2025-04-08 16:00:00+00:00,11.071,0,1.020795980800586,40.15702589615945,,,0,0,0,0.0,
2025-04-08 17:00:00+00:00,11.19,1,1.0124775884803516,42.56320114236621,,,0,0,0,0.0,
2025-04-08 18:00:00+00:00,11.288,1,1.007486553088211,44.540858395609355,,,0,0,0,0.0,
2025-04-08 19:00:00+00:00,11.257,-1,0.2044919318529265,44.02447145394024,,,0,0,0,0.0,
2025-04-08 20:00:00+00:00,11.308,-1,-0.27730484088824414,45.15109238842979,,,0,0,0,0.0,
2025-04-08 21:00:00+00:00,11.214,-1,-0.5663829045329465,43.4165793127153,,,0,0,0,0.0,
2025-04-08 22:00:00+00:00,11.153,-1,-0.7398297427197679,42.28144868994955,,,0,0,0,0.0,
2025-04-08 23:00:00+00:00,11.216,-1,-0.8438978456318608,43.91244194986185,,,0,0,0,0.0,
2025-04-09 00:00:00+00:00,11.613,-1,-0.9063387073791165,52.93743678059077,,,0,0,0,0.0,
2025-04-09 01:00:00+00:00,12.04,1,-0.14380322442746984,60.33099918747636,,,1,0,0,0.0,
2025-04-09 02:00:00+00:00,11.917,4,1.5137180653435183,57.52740673082205,,,0,0,0,0.0,
2025-04-09 03:00:00+00:00,11.629,3,2.108230839206111,51.493496973360585,,,0,0,0,0.0,
2025-04-09 04:00:00+00:00,11.945,3,2.464938503523667,56.8423545566588,,,0,0,0,0.0,
2025-04-09 05:00:00+00:00,12.199,3,2.6789631021142,60.60294584216403,,,1,0,0,0.0,
2025-04-09 06:00:00+00:00,12.205,3,2.8073778612685203,60.690082869089885,,,1,0,0,0.0,
2025-04-09 07:00:00+00:00,12.425,3,2.884426716761112,63.847509869677346,,,1,0,0,0.0,
2025-04-09 08:00:00+00:00,12.583,3,2.9306560300566673,65.96203965816049,,,1,0,0,0.0,
2025-04-09 09:00:00+00:00,12.343,3,2.9583936180340005,60.20200150831708,,,1,0,0,0.0,
2025-04-09 10:00:00+00:00,12.455,3,2.9750361708204003,61.87513673338857,,,1,0,0,0.0,
2025-04-09 11:00:00+00:00,12.128,3,2.98502170249224,54.65105317880367,,,1,0,0,0.0,
2025-04-09 12:00:00+00:00,12.256,3,2.9910130214953443,56.77828809737589,,,1,0,0,0.0,
2025-04-09 13:00:00+00:00,12.51,3,2.9946078128972067,60.71623439441772,,,1,0,0,0.0,
2025-04-09 14:00:00+00:00,12.585,3,2.9967646877383243,61.822322099178855,,,1,0,0,0.0,
2025-04-09 15:00:00+00:00,12.912,3,2.9980588126429946,66.2802403186913,,,1,0,0,0.0,
2025-04-09 16:00:00+00:00,13.011,3,2.9988352875857966,67.51690543182954,,,1,0,0,0.0,
2025-04-09 17:00:00+00:00,14.233,2,2.599301172551478,78.16285148290628,,,1,0,1,80.0,Score>=sell_thr; RSI>=70
2025-04-09 18:00:00+00:00,13.475,4,3.159580703530887,64.12403783218312,,,1,0,0,0.0,
2025-04-09 19:00:00+00:00,13.868,4,3.495748422118532,67.39395099650936,,,1,0,0,0.0,
2025-04-09 20:00:00+00:00,14.023,3,3.2974490532711194,68.60918276923259,,,1,0,0,0.0,
2025-04-09 21:00:00+00:00,14.082,3,3.1784694319626716,69.08155416477767,,,1,0,0,0.0,
2025-04-09 22:00:00+00:00,13.933,3,3.107081659177603,66.36547685077045,,,1,0,0,0.0,
2025-04-09 23:00:00+00:00,13.577,3,3.064248995506562,60.26844545905306,,,1,0,0,0.0,
