hour_start_iso,hour_start_ms,open,high,low,close,volume,trades_count,vwap,sma_10,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_mid_20,bb_up_20_2,bb_lo_20_2,bb_std_20,bb_percent_b,atr_14,obv,vwap_24h,vwap_72h,ret_1h,ret_24h,zscore_24h,macd_bull_cross,macd_bear_cross,rsi_overbought,rsi_oversold,bb_breakout_up,bb_breakout_down,golden_cross_50_200,death_cross_50_200,trend_up,trend_down,price_above_vwap24h,price_below_vwap24h,atr_rising,signal_score
2025-02-17 09:00:00+00:00,1739782800000,25.584,25.794,25.364,25.493,93217.09,,,25.493,25.493,25.493,,25.493,25.493,0.0,0.0,0.0,0.0,25.493,25.493,25.493,0.0,,0.4299999999999997,0.0,25.493,25.493,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-02-17 10:00:00+00:00,1739786400000,25.493,25.848,25.428,25.833,85174.05,,,25.662999999999997,25.662999999999997,25.662999999999997,,25.54530769230769,25.518185185185185,0.0,0.02712250712250608,0.005424501424501216,0.02169800569800486,25.662999999999997,26.003,25.322999999999993,0.17000000000000082,0.75,0.42499999999999893,85174.05,25.655335287503625,25.655335287503625,0.013336994469069996,,1.0000000000000053,0,0,0,1,0,0,0,0,1,0,1,0,0,2
2025-02-17 11:00:00+00:00,1739790000000,25.829,25.9,25.668,25.724,59487.95,,,25.683333333333334,25.683333333333334,25.683333333333334,,25.572798816568046,25.53343072702332,74.33568785738342,0.039368089544726814,0.012213219048546336,0.027154870496180476,25.683333333333334,25.96683681165807,25.399829855008598,0.14175173916236747,0.5717216361982083,0.36066666666666575,25686.100000000006,25.672506712632874,25.672506712632874,-0.00421940928270037,,0.2868865447928338,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2025-02-17 12:00:00+00:00,1739793600000,25.724,26.248,25.724,26.171,131087.68,,,25.80525,25.80525,25.80525,,25.664829767865267,25.580658080577148,87.9704081013888,0.0841716872881193,0.02660491269646093,0.057566774591658376,25.80525,26.29376279410063,25.316737205899372,0.24425639705031416,0.8743504821335933,0.4014999999999995,156773.78,25.84961298303367,25.84961298303367,0.01737676877624006,,1.4974019285343751,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2025-02-17 13:00:00+00:00,1739797200000,26.175,26.175,25.909,26.107,102966.43,,,25.8656,25.8656,25.8656,25.8656,25.73285595742446,25.619646370904768,81.30976103776517,0.11320958651969093,0.043925847461106934,0.069283739058584,25.8656,26.364789102445158,25.366410897554843,0.24959455122257937,0.7417921373058416,0.37439999999999996,53807.350000000006,25.905769706623733,25.905769706623733,-0.0024454548928203312,,0.9671685492233641,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2025-02-17 14:00:00+00:00,1739800800000,26.109,26.321,26.085,26.319,163217.33,,,25.941166666666664,25.941166666666664,25.941166666666664,25.941166666666664,25.823031963974543,25.67145034343034,85.28440485792758,0.15158162054420288,0.06545700207772613,0.08612461846647675,25.941166666666664,26.508497747743277,25.37383558559005,0.2836655405383069,0.8329919212396473,0.35133333333333344,217024.68,26.01195925063622,26.01195925063622,0.008120427471559388,,1.3319676849585875,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2025-02-17 15:00:00+00:00,1739804400000,26.322,26.507,25.45,25.521,266673.32,,,25.88114285714286,25.88114285714286,25.88114285714286,25.88114285714286,25.77656550797846,25.660305873546612,45.801222673232424,0.11625963443184872,0.07561752854855065,0.04064210588329807,25.88114285714286,26.483100073061,25.279185641224718,0.30097860795907083,0.20085676554807425,0.4521428571428575,-49648.640000000014,25.866780418481945,25.866780418481945,-0.030320300923287302,,-1.1965729378077012,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2025-02-17 16:00:00+00:00,1739808000000,25.51,25.599,24.858,24.935,440282.75,,,25.762875,25.762875,25.762875,25.762875,25.64709389136639,25.60657951254316,33.52653182936824,0.040514378823228725,0.06859689860348626,-0.02808251978025754,25.762875,26.604719663521724,24.921030336478278,0.4209223317608608,0.008297055339925015,0.4882500000000003,-489931.39,25.561106603119303,25.561106603119303,-0.02296148270052123,,-1.966811778640303,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2025-02-17 17:00:00+00:00,1739811600000,24.935,25.375,24.894,25.045,180602.18,,,25.68311111111111,25.68311111111111,25.68311111111111,25.68311111111111,25.554464061925405,25.564981030132557,36.94276993637214,-0.010516968207152644,0.05277412524135849,-0.06329109344851114,25.68311111111111,26.59610104385076,24.77012117837146,0.45649496636982456,0.1505377068089347,0.4874444444444449,-309329.21,25.499893337089706,25.499893337089706,0.004411469821536063,,-1.3978491727642606,0,0,0,0,0,0,0,0,0,1,0,1,1,-1
2025-02-17 18:00:00+00:00,1739815200000,25.047,25.278,24.902,25.062,219237.25,,,25.621,25.621,25.621,25.621,25.478700360090727,25.527723176048664,37.4775518235543,-0.04902281595793667,0.03241473700149946,-0.08143755295943614,25.621,26.563908267012224,24.678091732987774,0.47145413350611254,0.20357667890043538,0.47630000000000017,-90091.96000000002,25.44478110665116,25.44478110665116,0.0006787781992414477,,-1.1856932843982582,0,0,0,0,0,0,0,0,0,1,0,1,1,-1
