day_start_iso,close,ema50,ema200,macd_line,macd_signal,rsi14,score
2025-09-16T00:00:00+00:00,115481.81,113524.86230965731,105378.78467013476,546.4886726765399,-102.69646860986373,57.219588218570024,3
