hour_start_iso,hour_start_ms,close,volume,signal_score,rsi_14,macd,macd_signal,macd_hist,bb_percent_b,bb_up_20_2,bb_lo_20_2,vwap_24h,sma_50,sma_200,macd_bull_cross,macd_bear_cross,bb_breakout_up,bb_breakout_down,golden_cross_50_200,death_cross_50_200,trend_up,trend_down,price_above_vwap24h,price_below_vwap24h,rsi_overbought,rsi_oversold,reasons
2025-09-14 23:00:00+00:00,1757890800000,115975.0,23.67079,3,56.93204290189498,12.511362812670995,-34.28958884522987,46.80095165790087,0.7833948111655038,116186.14424491204,115211.35575508796,115601.0173802058,115787.64,113458.435,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 21:00:00+00:00,1757883600000,115701.0,38.23158,2,51.0581505753858,-51.30893353000283,-54.515230244848205,3.2062967148453723,0.5308044416820475,116119.86420104356,115227.13579895644,115605.2254875983,115786.52,113403.92,1,0,0,0,0,0,0,1,1,0,0,0,"MACD_Cross_Up,Above_VWAP,Trend_Down"
2025-09-14 15:00:00+00:00,1757862000000,115205.0,535.91396,-2,35.24148810351008,-78.23083642937127,-3.3280671475695813,-74.90276928180168,-0.1467620256468219,116206.08202709132,115333.1179729087,115605.21122536028,115813.36,113261.245,0,0,0,1,0,0,0,1,0,1,0,0,"BB_Breakout_Down,Trend_Down,Below_VWAP"
2025-09-14 14:00:00+00:00,1757858400000,115377.0,981.26658,-2,38.88472843695818,-41.22251688937831,15.39762517288084,-56.62014206225915,-0.1006971663137879,116150.35014229128,115447.74985770872,115626.49443376236,115813.08,113239.365,0,0,0,1,0,0,0,1,0,1,0,0,"BB_Breakout_Down,Trend_Down,Below_VWAP"
2025-09-14 13:00:00+00:00,1757854800000,115321.0,2127.72051,-2,36.912994117954554,-10.899570612673417,29.552660688445627,-40.45223130111904,-0.3098081946103943,116115.64343568626,115508.95656431376,115652.75557075952,115807.86,113216.34,0,0,0,1,0,0,0,1,0,1,0,0,"BB_Breakout_Down,Trend_Down,Below_VWAP"
2025-09-14 12:00:00+00:00,1757851200000,115788.0,379.15142,2,49.20610537862132,33.66389275305846,39.66571851372539,-6.001825760666925,0.420652143325134,116058.15059505394,115591.84940494606,115720.8910170514,115800.3,113193.295,0,1,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP,MACD_Cross_Down"
2025-09-14 11:00:00+00:00,1757847600000,115790.0,465.42269,3,49.27135913434503,42.50432937254664,41.16617495389212,1.3381544186545185,0.479989748734867,116117.43862528904,115487.76137471096,115725.63321528117,115784.88,113168.72,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 10:00:00+00:00,1757844000000,116017.0,283.383,3,57.276611245291555,52.96606004872592,40.83163634922848,12.13442369949744,0.8414791843384127,116116.8765226515,115486.82347734852,115730.9212176759,115770.74,113145.155,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 09:00:00+00:00,1757840400000,116034.0,422.67522,4,57.931143348134675,42.435889965621755,37.79803042435412,4.6378595412676376,0.906280590035828,116090.07747237022,115491.72252762975,115731.29506567027,115752.28,113121.125,1,0,0,0,0,0,1,0,1,0,0,0,"MACD_Cross_Up,Trend_Up,Above_VWAP"
2025-09-14 08:00:00+00:00,1757836800000,115904.0,254.15628,3,54.21598564440137,26.64740538730985,36.6385655390372,-9.991160151727357,0.7272025193840708,116055.46575959188,115500.23424040811,115726.46043422532,115733.98,113095.295,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 07:00:00+00:00,1757833200000,115778.0,159.31688,3,50.262867465723296,19.34432281080808,39.13635557696904,-19.79203276616096,0.4900178037528421,116076.87168857236,115490.82831142764,115727.61800087307,115722.72,113069.645,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 05:00:00+00:00,1757826000000,115839.0,383.11156,3,52.16449585243887,32.06214066853863,49.46279153119821,-17.400650862659575,0.5532903127678074,116117.30126801333,115494.29873198668,115729.0130633318,115713.32,113019.31,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 04:00:00+00:00,1757822400000,115733.0,737.62965,3,48.841026644263245,31.797645061451476,53.8129542468631,-22.015309185411624,0.3732554237249549,116146.39714973596,115486.80285026404,115725.42926271612,115700.78,112993.025,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 02:00:00+00:00,1757815200000,115859.0,551.44165,3,52.65018018801159,60.45299500643159,63.69840978941694,-3.2454147829853497,0.5354518497789066,116164.31472878442,115507.08527121558,115733.31894236711,115688.98,112952.005,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 01:00:00+00:00,1757811600000,115953.0,242.78417,3,55.87919436337248,64.04864956361416,64.50976348516328,-0.4611139215491135,0.6854584678498225,116160.76262273232,115500.23737726768,115734.05823025918,115688.98,112928.725,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-14 00:00:00+00:00,1757808000000,115923.0,352.50242,3,55.06244606858425,58.13548647749121,64.62504196555055,-6.489555488059338,0.6576380774483034,116147.34926365547,115492.05073634452,115730.27712066316,115679.7,112902.185,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 23:00:00+00:00,1757804400000,115908.0,147.94861,3,54.67287355196219,52.79707851697458,66.24743083756537,-13.450352320590795,0.6512236722655419,116136.44502282311,115481.45497717688,115746.7760370875,115663.36,112876.855,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 22:00:00+00:00,1757800800000,115862.0,205.88966,3,53.5255794666082,46.74264394167403,69.61001891771308,-22.867374976039045,0.5761161186415511,116142.95155397031,115480.14844602968,115756.2186152927,115634.66,112851.12,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 21:00:00+00:00,1757797200000,115820.0,534.71412,3,52.5063813719221,43.01872717187507,75.32686266172284,-32.30813548984777,0.511675778924346,116144.133639208,115480.366360792,115774.42890377274,115604.86,112824.805,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 20:00:00+00:00,1757793600000,115890.0,715.59208,3,54.35104236110123,41.91629191773245,83.40389653418478,-41.48760461645233,0.6220745821001225,116141.6931530436,115475.70684695638,115777.87752857384,115576.62,112811.025,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 16:00:00+00:00,1757779200000,115340.0,2007.84864,0,41.08838981138356,63.931695567211136,150.25356621514567,-86.32187064793453,-0.2380367989873929,116226.2089828074,115510.3910171926,115959.91429378404,115469.72,112746.9,0,0,0,1,0,0,1,0,0,1,0,0,"Trend_Up,BB_Breakout_Down,Below_VWAP"
2025-09-13 12:00:00+00:00,1757764800000,116024.0,257.09251,3,57.61374356590591,177.13793287659064,211.35636621763513,-34.21843334104449,0.5447743645159053,116438.30950157622,115528.19049842378,115877.16274958623,115356.7,112678.605,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 11:00:00+00:00,1757761200000,115984.0,339.8929,3,56.78867845036848,180.86820159356284,219.91097455289625,-39.042772959333405,0.526549033558243,116456.5765472096,115458.4234527904,115834.88311493411,115317.4,112655.765,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 10:00:00+00:00,1757757600000,115955.0,380.20807,3,56.2149018744859,187.07129800551047,229.6716677927296,-42.60036978721911,0.5327210588716071,116530.51136720138,115298.8886327986,115801.4254463857,115275.3,112632.43,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 09:00:00+00:00,1757754000000,116055.0,233.22176,3,58.71112250528293,195.2203949093964,240.3217602395343,-45.10136533013792,0.629035728635642,116555.8068443907,115205.79315560932,115777.7454783032,115236.94,112609.455,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 08:00:00+00:00,1757750400000,115994.0,215.43128,3,57.64582001868836,192.6002183044184,251.5971015720688,-58.99688326765042,0.6066872435437803,116570.58360143598,115104.61639856405,115749.86336475096,115197.5,112584.87,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 07:00:00+00:00,1757746800000,115790.0,231.494,3,53.95670764600331,192.665371535084,266.3463223889814,-73.6809508538974,0.4976670058363299,116586.6724080785,115000.72759192147,115717.118849703,115163.96,112557.435,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 06:00:00+00:00,1757743200000,115755.0,288.80616,3,53.30879889449635,210.71703443625304,284.7665601024557,-74.04952566620267,0.5020847050086811,116626.77361744108,114875.92638255892,115688.10939085847,115133.5,112532.19,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 05:00:00+00:00,1757739600000,115737.0,356.04735,3,52.992912737423126,234.25618185650092,303.2789415190063,-69.0227596625054,0.5120966132389417,116646.52906852016,114782.37093147985,115681.24303033788,115101.4,112510.93,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 04:00:00+00:00,1757736000000,115708.0,559.7464,3,52.51227516153614,262.72605828224914,320.5346314346326,-57.808573152383474,0.5135077026807696,116653.41781873912,114710.08218126088,115678.50176955404,115074.82,112484.75,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 03:00:00+00:00,1757732400000,115960.0,349.67976,3,57.234304112417334,298.1952306179155,334.98677472272846,-36.79154410481294,0.6537600945735575,116655.69948612592,114646.40051387408,115666.61268907656,115036.82,112458.29,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 02:00:00+00:00,1757728800000,115876.0,541.68283,3,56.00992307834329,313.4712254082697,344.18466074893166,-30.713435340661988,0.6309217964960928,116628.69269879354,114589.30730120646,115639.59118239288,114995.7,112427.47,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-13 01:00:00+00:00,1757725200000,115749.0,707.62927,2,54.167743154961045,336.96209548019397,351.8630195840971,-14.90092410390315,0.5818733781518423,116600.59078282898,114563.90921717102,115625.9954899328,114955.86,112397.95,0,1,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP,MACD_Cross_Down"
2025-09-13 00:00:00+00:00,1757721600000,116206.0,539.88475,3,62.98048669040709,374.9746300741099,355.5882506100729,19.386379464036963,0.8095692572342695,116592.92775332338,114561.07224667662,115607.79175565572,114919.96,112368.135,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-12 23:00:00+00:00,1757718000000,116023.0,489.41308,3,60.59678295326772,371.50736142744427,350.7416557440637,20.765705683380588,0.7493598348255549,116512.50048641692,114559.49951358308,115630.99825458883,114873.04,112334.29,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-12 22:00:00+00:00,1757714400000,116010.0,987.99186,3,60.42870551928511,380.3108496431232,345.5502293232185,34.76062031990472,0.7681494251569779,116454.89639765456,114536.00360234544,115618.76328348037,114828.76,112301.825,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-12 21:00:00+00:00,1757710800000,115854.0,865.47917,3,58.45399442593504,387.33914406177064,336.8600742432423,50.47906981852833,0.7088077965860079,116395.78135527491,114535.21864472509,115554.57196613665,114779.38,112271.0,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-12 20:00:00+00:00,1757707200000,116123.0,1423.77778,3,63.53029308746411,406.5594159333996,324.2403067886102,82.31910914478937,0.872380798306542,116356.0952627701,114529.6047372299,115529.5144729678,114733.98,112244.055,0,0,0,0,0,0,1,0,1,0,0,0,"Trend_Up,Above_VWAP"
2025-09-12 19:00:00+00:00,1757703600000,116612.0,1092.87245,2,74.44288937682364,397.7887896177999,303.6605295024128,94.12826011538708,1.171341158286539,116310.23804782482,114549.06195217517,115479.04525185868,114683.72,112218.02,0,0,1,0,0,0,1,0,1,0,1,0,"BB_Breakout_Up,Trend_Up,Above_VWAP,RSI_Overbought"
2025-09-12 18:00:00+00:00,1757700000000,116450.0,2144.23359,3,73.01709323668712,331.01917145327025,280.128464473566,50.89070697970425,1.273729376323897,116069.15666817164,114677.84333182836,115392.92232227237,114626.34,112188.895,1,0,1,0,0,0,1,0,1,0,1,0,"MACD_Cross_Up,BB_Breakout_Up,Trend_Up,Above_VWAP,RSI_Overbought"
