day_start_iso,day_start_ms,open,high,low,close,volume,trades_count,quote_volume,vwap
2019-09-24T00:00:00+00:00,1569283200000,9637.93000000,9665.05000000,7996.45000000,8519.67000000,202.35079900,2345,1739432.08920509,8596.12167483999
2019-09-25T00:00:00+00:00,1569369600000,8528.12000000,8724.77000000,8247.78000000,8435.28000000,55.41797100,763,469361.69055629,8469.485296679122
2019-09-26T00:00:00+00:00,1569456000000,8434.45000000,8453.20000000,7761.87000000,8064.41000000,41.88007900,1023,340923.66601370,8140.473326559389
2019-09-27T00:00:00+00:00,1569542400000,8078.75000000,8259.96000000,7858.58000000,8178.73000000,47.14290400,990,379917.99846542,8058.858624097912
2019-09-28T00:00:00+00:00,1569628800000,8199.40000000,8320.51000000,8020.00000000,8208.07000000,21.24093000,496,173568.97742342,8171.439641457319
2019-09-29T00:00:00+00:00,1569715200000,8210.66000000,8220.38000000,7916.90000000,8047.12000000,61.63917100,948,494973.45560305,8030.177037959353
2019-09-30T00:00:00+00:00,1569801600000,8058.25000000,8322.99000000,7744.23000000,8292.35000000,112.00992500,1962,891845.06773714,7962.196811908766
2019-10-01T00:00:00+00:00,1569888000000,8281.40000000,8498.23000000,8180.16000000,8295.63000000,49.86105800,2161,416570.11959138,8354.618540011325
2019-10-02T00:00:00+00:00,1569974400000,8305.00000000,8367.97000000,8154.37000000,8363.74000000,31.81465900,1234,262180.72939107,8240.878187349737
2019-10-03T00:00:00+00:00,1570060800000,8369.31000000,8386.65000000,8078.48000000,8222.19000000,40.65474600,1701,333596.31665500,8205.593429485452
2019-10-04T00:00:00+00:00,1570147200000,8227.57000000,8232.85000000,8005.25000000,8144.09000000,39.38286000,1233,320004.18044125,8125.468298677393
2019-10-05T00:00:00+00:00,1570233600000,8134.38000000,8179.58000000,8015.49000000,8128.65000000,25.41557000,1245,205823.36127318,8098.317734883774
2019-10-06T00:00:00+00:00,1570320000000,8128.65000000,8148.88000000,7801.00000000,7866.87000000,75.42562500,3231,599535.45869842,7948.6972590339155
2019-10-07T00:00:00+00:00,1570406400000,7860.25000000,8289.00000000,7772.14000000,8191.94000000,78.87099100,3269,636845.13444829,8074.516706000181
2019-10-08T00:00:00+00:00,1570492800000,8205.09000000,8322.42000000,8110.40000000,8180.70000000,39.12943700,2675,321503.51173388,8216.410364756333
2019-10-09T00:00:00+00:00,1570579200000,8178.47000000,8662.01000000,8118.67000000,8570.80000000,96.56841300,2699,813315.06259061,8422.16452900194
2019-10-10T00:00:00+00:00,1570665600000,8565.75000000,8640.58000000,8439.36000000,8559.93000000,32.78393100,1943,279838.69342647,8535.849267937696
2019-10-11T00:00:00+00:00,1570752000000,8560.99000000,8772.46000000,8229.29000000,8266.17000000,139.98570700,3853,1178344.21789729,8417.603790773368
2019-10-12T00:00:00+00:00,1570838400000,8255.24000000,8394.78000000,8251.15000000,8299.85000000,32.49063600,2233,270637.65277847,8329.712375543219
2019-10-13T00:00:00+00:00,1570924800000,8294.16000000,8448.70000000,8166.51000000,8276.97000000,55.02971300,3333,458081.41535874,8324.255940763129
2019-10-14T00:00:00+00:00,1571011200000,8273.46000000,8371.24000000,8213.40000000,8349.00000000,69.94840100,3951,581266.59770039,8309.934028376003
2019-10-15T00:00:00+00:00,1571097600000,8349.91000000,8400.92000000,8118.69000000,8163.48000000,99.70625100,5616,823402.74412029,8258.286073962305
2019-10-16T00:00:00+00:00,1571184000000,8162.08000000,8179.74000000,7922.44000000,7995.35000000,75.48853300,4824,607094.59362146,8042.209452148977
2019-10-17T00:00:00+00:00,1571270400000,7995.35000000,8122.45000000,7932.65000000,8073.01000000,93.71218900,4255,752913.11633037,8034.313618801179
2019-10-18T00:00:00+00:00,1571356800000,8070.24000000,8115.37000000,7825.00000000,7946.04000000,78.63839900,4046,624699.12362478,7943.94509004157
2019-10-19T00:00:00+00:00,1571443200000,7947.23000000,8080.03000000,7879.66000000,7956.07000000,76.47045500,3517,608110.60451852,7952.229452780422
2019-10-20T00:00:00+00:00,1571529600000,7952.67000000,8288.14000000,7875.62000000,8220.22000000,131.60787900,3703,1064589.01753644,8089.09789919523
2019-10-21T00:00:00+00:00,1571616000000,8222.00000000,8324.66000000,8150.01000000,8200.03000000,119.36608000,5193,979652.16921265,8207.123574910478
2019-10-22T00:00:00+00:00,1571702400000,8196.41000000,8294.04000000,8000.72000000,8017.72000000,142.97690400,9136,1166647.86103391,8159.69452684407
2019-10-23T00:00:00+00:00,1571788800000,8015.96000000,8044.28000000,7310.24000000,7466.85000000,273.91875100,20104,2095334.09109610,7649.473004117561
2019-10-24T00:00:00+00:00,1571875200000,7466.85000000,7492.37000000,7341.62000000,7415.47000000,225.29830600,31374,1675678.46299171,7437.599033663884
2019-10-25T00:00:00+00:00,1571961600000,7415.47000000,8776.60000000,7377.73000000,8653.66000000,382.33581500,29944,3116726.46044756,8151.80356683969
2019-10-26T00:00:00+00:00,1572048000000,8655.50000000,10352.43000000,8637.01000000,9231.81000000,650.19120600,34348,6050911.79658938,9306.35748492326
2019-10-27T00:00:00+00:00,1572134400000,9232.69000000,9787.69000000,9077.85000000,9530.88000000,429.57398600,19880,4069848.38341850,9474.15000921052
2019-10-28T00:00:00+00:00,1572220800000,9528.62000000,9901.97000000,9182.33000000,9198.09000000,343.19683200,18065,3259641.60476431,9497.877896391277
2019-10-29T00:00:00+00:00,1572307200000,9202.96000000,9533.79000000,9094.14000000,9408.43000000,280.98940100,15470,2631042.96725867,9363.495412621169
2019-10-30T00:00:00+00:00,1572393600000,9407.96000000,9407.96000000,9004.51000000,9154.99000000,195.55721300,11223,1800252.64242166,9205.759351978799
2019-10-31T00:00:00+00:00,1572480000000,9168.24000000,9400.00000000,8950.81000000,9142.65000000,181.57894600,12126,1664277.57726746,9165.586726488984
2019-11-01T00:00:00+00:00,1572566400000,9141.77000000,9270.25000000,9041.97000000,9230.40000000,97.20158800,3350,888572.86388654,9141.54678096967
2019-11-02T00:00:00+00:00,1572652800000,9237.70000000,9366.42000000,9191.84000000,9288.85000000,66.07628900,838,612133.16820494,9264.036728892872
2019-11-03T00:00:00+00:00,1572739200000,9320.52000000,9361.62000000,9069.38000000,9203.46000000,34.50987300,648,317655.37227640,9204.767930510785
2019-11-04T00:00:00+00:00,1572825600000,9199.90000000,9505.13000000,9119.48000000,9391.41000000,52.79323800,1270,493677.14722027,9351.143554033757
2019-11-05T00:00:00+00:00,1572912000000,9395.14000000,9454.72000000,9180.44000000,9301.49000000,54.87311900,1444,510763.92518866,9308.089908077942
2019-11-06T00:00:00+00:00,1572998400000,9308.69000000,9429.60000000,9255.24000000,9346.85000000,34.74628700,1182,324379.51355804,9335.659765834547
2019-11-07T00:00:00+00:00,1573084800000,9342.01000000,9371.03000000,9115.87000000,9210.10000000,67.72128400,1586,625098.13021920,9230.453017092825
2019-11-08T00:00:00+00:00,1573171200000,9207.76000000,9253.18000000,8697.25000000,8781.14000000,142.73894400,3291,1273558.28362499,8922.290216922089
2019-11-09T00:00:00+00:00,1573257600000,8773.61000000,8875.14000000,8729.97000000,8810.15000000,50.22950200,1362,441587.36474185,8791.39444268928
2019-11-10T00:00:00+00:00,1573344000000,8802.19000000,9137.31000000,8759.48000000,9039.30000000,85.36880500,1777,765871.42736210,8971.32655613605
2019-11-11T00:00:00+00:00,1573430400000,9044.51000000,9065.80000000,8624.44000000,8731.92000000,74.45917500,1823,653915.52796066,8782.202165960878
2019-11-12T00:00:00+00:00,1573516800000,8712.08000000,8874.22000000,8600.00000000,8821.69000000,87.18387200,1693,761507.99619342,8734.505347427332
