hour_start_iso,hour_start_ms,open,high,low,close,volume,trades_count,vwap,sma_10,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_mid_20,bb_up_20_2,bb_lo_20_2,bb_std_20,bb_percent_b,atr_14,obv,vwap_24h,vwap_72h,ret_1h,ret_24h,zscore_24h,macd_bull_cross,macd_bear_cross,rsi_overbought,rsi_oversold,bb_breakout_up,bb_breakout_down,golden_cross_50_200,death_cross_50_200,trend_up,trend_down,price_above_vwap24h,price_below_vwap24h,atr_rising,signal_score
2023-04-04 02:00:00+00:00,1680573600000,27799.9,27937.9,27762.9,27840.0,0.0,,,27840.0,27840.0,27840.0,,27840.0,27840.0,0.0,0.0,0.0,0.0,27840.0,27840.0,27840.0,0.0,,175.0,0.0,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-04-04 03:00:00+00:00,1680577200000,27840.0,27950.0,27831.0,27843.7,0.0,,,27841.85,27841.85,27841.85,,27840.56923076923,27840.274074074074,0.0,0.29515669515603804,0.05903133903120761,0.23612535612483043,27841.85,27845.550000000003,27838.149999999994,1.8500000000012733,0.75,147.0,0.0,,,0.00013290229885054572,,1.0000000000004916,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2023-04-04 04:00:00+00:00,1680580800000,27843.6,27870.0,27753.2,27797.6,0.0,,,27827.100000000002,27827.100000000002,27827.100000000002,,27833.958579881655,27837.113031550067,6.935832732517184,-3.154451668411639,-0.5836652624573617,-2.5707864059542773,27827.100000000002,27868.928538901888,27785.271461098117,20.91426945094353,0.1473699443674115,136.93333333333308,0.0,,,-0.0016556707621473432,,-1.4105202225303055,0,1,0,1,0,0,0,0,0,1,0,0,0,-2
2023-04-04 05:00:00+00:00,1680584400000,27797.7,27930.0,27797.6,27874.9,0.0,,,27839.05,27839.05,27839.05,,27840.257259899863,27839.91206625006,65.28140426958194,0.34519364980224054,-0.3978934800054413,0.7430871298076818,27839.05,27894.05772672998,27784.042273270017,27.50386336499028,0.8258633116760127,135.80000000000018,0.0,,,0.002780815609980891,,1.3034532467040871,1,0,0,0,0,0,0,0,1,0,0,0,0,3
2023-04-04 06:00:00+00:00,1680588000000,27875.0,28141.6,27843.3,28063.1,0.0,,,27883.859999999997,27883.859999999997,27883.859999999997,27883.859999999997,27874.540758376806,27856.444505787094,86.86794222899124,18.096252589712094,3.300935733938066,14.795316855774029,27883.859999999997,28069.730001883032,27697.989998116962,92.93500094151786,0.982164949115335,168.3,0.0,,,0.006751593727690297,,1.9286597964613328,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2023-04-04 07:00:00+00:00,1680591600000,28063.1,28130.0,27950.0,28013.2,0.0,,,27905.416666666668,27905.416666666668,27905.416666666668,27905.416666666668,27895.872949395758,27868.05602387694,73.7709433067286,27.816925518818607,8.204133690914174,19.61279182790443,27905.416666666668,28100.566640333644,27710.266692999692,97.57498683348867,0.7761551316354918,170.25,0.0,,,-0.0017781357013301191,,1.1046205265419577,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2023-04-04 08:00:00+00:00,1680595200000,28013.2,28128.9,27909.3,28087.9,0.0,,,27931.485714285714,27931.485714285714,27931.485714285714,27931.485714285714,27925.415572565642,27884.340762849017,78.89963854140085,41.07480971662517,14.778268896056375,26.296540820568794,27931.485714285714,28152.739632503068,27710.23179606836,110.62695910867582,0.8534723519802941,177.30000000000032,0.0,,,0.002666600031413724,,1.4138894079211866,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2023-04-04 09:00:00+00:00,1680598800000,28087.9,28199.0,28023.8,28181.2,0.0,,,27962.7,27962.7,27962.7,27962.7,27964.76702294016,27906.330335971314,83.2935725898044,58.436686968845606,23.509952510614223,34.92673445823138,27962.7,28227.493164564345,27697.906835435657,132.3965822821722,0.9125861790267347,177.03750000000036,0.0,,,0.0033217150445565835,,1.6503447161069353,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2023-04-04 10:00:00+00:00,1680602400000,28181.1,28343.4,28158.5,28205.1,0.0,,,27989.633333333335,27989.633333333335,27989.633333333335,27989.633333333335,28001.741327103213,27928.46142219566,84.20116260391939,73.2799049075511,33.4639429900016,39.8159619175495,27989.633333333335,28282.101724787863,27697.164941878807,146.23419572726436,0.8683588944348604,177.9111111111116,0.0,,,0.0008480831192425597,,1.473435577739436,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2023-04-04 11:00:00+00:00,1680606000000,28205.0,28450.0,28144.0,28274.6,0.0,,,28018.129999999997,28018.129999999997,28018.129999999997,28018.129999999997,28043.71958447195,27954.101316847835,86.49820593397295,89.6182676241151,44.6948079168243,44.9234597072908,28018.129999999997,28344.041252337192,27692.218747662802,162.95562616859758,0.8934660097814782,190.72000000000043,0.0,,,0.0024640933731843173,,1.5738640391259122,0,0,1,0,0,0,0,0,1,0,0,0,1,0
