day_start_iso,day_start_ms,open,high,low,close,volume,trades_count,quote_volume,vwap,ts,ema50,ema200,macd_line,macd_signal,rsi14,score
2019-10-06T00:00:00+00:00,1570320000000,8128.65,8148.88,7801.0,7866.87,75.425625,3231,599535.45869842,7948.6972590339155,2019-10-06 00:00:00+00:00,8389.674910858863,8481.847638181856,-111.85171583017109,-78.63752581338218,18.539991627351455,-2
2019-10-07T00:00:00+00:00,1570406400000,7860.25,8289.0,7772.14,8191.94,78.870991,3269,636845.13444829,8074.516706000181,2019-10-07 00:00:00+00:00,8381.920600629104,8478.96298506562,-103.97598047998326,-83.7052167467024,33.650071870059904,-3
2019-10-08T00:00:00+00:00,1570492800000,8205.09,8322.42,8110.4,8180.7,39.129437,2675,321503.51173388,8216.410364756333,2019-10-08 00:00:00+00:00,8374.029596682865,8475.995194169445,-97.51725927422376,-86.46762525220669,33.419241465938526,-3
2019-10-09T00:00:00+00:00,1570579200000,8178.47,8662.01,8118.67,8570.8,96.568413,2699,813315.06259061,8422.16452900194,2019-10-09 00:00:00+00:00,8381.746083087459,8476.938525570744,-60.226611500203944,-81.21942250180614,47.006303353974964,1
2019-10-10T00:00:00+00:00,1570665600000,8565.75,8640.58,8439.36,8559.93,32.783931,1943,279838.69342647,8535.849267937696,2019-10-10 00:00:00+00:00,8388.733687672264,8477.764311385961,-31.191071375256797,-71.21375227649627,46.72020207148757,1
2019-10-11T00:00:00+00:00,1570752000000,8560.99,8772.46,8229.29,8266.17,139.985707,3853,1178344.21789729,8417.603790773368,2019-10-11 00:00:00+00:00,8383.92726854786,8475.65889535227,-31.520821176221943,-63.27516605644141,39.68965901608893,-1
2019-10-12T00:00:00+00:00,1570838400000,8255.24,8394.78,8251.15,8299.85,32.490636,2233,270637.65277847,8329.712375543219,2019-10-12 00:00:00+00:00,8380.63012076167,8473.90955310996,-28.733236875823422,-56.366780220317814,40.789791172711794,-1
2019-10-13T00:00:00+00:00,1570924800000,8294.16,8448.7,8166.51,8276.97,55.029713,3333,458081.41535874,8324.255940763129,2019-10-13 00:00:00+00:00,8376.565017986704,8471.949955566577,-28.046972972368167,-50.70281877072789,40.2526161537271,-1
2019-10-14T00:00:00+00:00,1571011200000,8273.46,8371.24,8213.4,8349.0,69.948401,3951,581266.59770039,8309.934028376003,2019-10-14 00:00:00+00:00,8375.484036889187,8470.726572924124,-21.44369529333744,-44.8509940752498,42.806229459714224,-1
2019-10-15T00:00:00+00:00,1571097600000,8349.91,8400.92,8118.69,8163.48,99.706251,5616,823402.74412029,8258.286073962305,2019-10-15 00:00:00+00:00,8367.170153089612,8467.669393094035,-30.82513078363263,-42.045821416926366,38.269423888423496,-1
2019-10-16T00:00:00+00:00,1571184000000,8162.08,8179.74,7922.44,7995.35,75.488533,4824,607094.59362146,8042.209452148977,2019-10-16 00:00:00+00:00,8352.58897061551,8462.969697640363,-51.236054534903815,-43.88386804052186,34.68197161814213,-3
2019-10-17T00:00:00+00:00,1571270400000,7995.35,8122.45,7932.65,8073.01,93.712189,4255,752913.11633037,8034.313618801179,2019-10-17 00:00:00+00:00,8341.625089414902,8459.089501643943,-60.44853263592995,-47.19680095960348,37.59209029643308,-3
2019-10-18T00:00:00+00:00,1571356800000,8070.24,8115.37,7825.0,7946.04,78.638399,4046,624699.12362478,7943.94509004157,2019-10-18 00:00:00+00:00,8326.111948653534,8453.984531478332,-77.10607493575571,-53.178655754833926,34.857675049133604,-3
2019-10-19T00:00:00+00:00,1571443200000,7947.23,8080.03,7879.66,7956.07,76.470455,3517,608110.60451852,7952.229452780422,2019-10-19 00:00:00+00:00,8311.600499686729,8449.030158030788,-88.4780402711076,-60.238532658088666,35.25829871103065,-3
2019-10-20T00:00:00+00:00,1571529600000,7952.67,8288.14,7875.62,8220.22,131.607879,3703,1064589.01753644,8089.09789919523,2019-10-20 00:00:00+00:00,8308.016950679406,8446.753440040433,-75.30760809486128,-63.252347745443195,44.873683739900116,-3
2019-10-21T00:00:00+00:00,1571616000000,8222.0,8324.66,8150.01,8200.03,119.36608,5193,979652.16921265,8207.123574910478,2019-10-21 00:00:00+00:00,8303.782168299822,8444.298480438041,-65.7412853574051,-63.75013526783558,44.3317233168976,-3
2019-10-22T00:00:00+00:00,1571702400000,8196.41,8294.04,8000.72,8017.72,142.976904,9136,1166647.86103391,8159.69452684407,2019-10-22 00:00:00+00:00,8292.56404405277,8440.053918443633,-72.04036258181986,-65.40818073063244,39.67239681167618,-3
2019-10-23T00:00:00+00:00,1571788800000,8015.96,8044.28,7310.24,7466.85,273.918751,20104,2095334.0910961,7649.473004117561,2019-10-23 00:00:00+00:00,8260.18310114874,8430.370297364592,-120.09860983648377,-76.34626655180271,29.56204412327277,-2
2019-10-24T00:00:00+00:00,1571875200000,7466.85,7492.37,7341.62,7415.47,225.298306,31374,1675678.46299171,7437.599033663884,2019-10-24 00:00:00+00:00,8227.057097182122,8420.271786943054,-160.48112708915232,-93.17323865927264,28.82419972149752,-2
2019-10-25T00:00:00+00:00,1571961600000,7415.47,8776.6,7377.73,8653.66,382.335815,29944,3116726.46044756,8151.80356683969,2019-10-25 00:00:00+00:00,8243.786622782824,8422.594057719742,-91.51801522626647,-92.84219397267141,56.804278531344934,1
2019-10-26T00:00:00+00:00,1572048000000,8655.5,10352.43,8637.01,9231.81,650.191206,34348,6050911.79658938,9306.35748492326,2019-10-26 00:00:00+00:00,8282.532637575654,8430.645957642928,9.676081136121866,-72.33853895091276,63.933724629538716,1
2019-10-27T00:00:00+00:00,1572134400000,9232.69,9787.69,9077.85,9530.88,429.573986,19880,4069848.3834185,9474.15000921052,2019-10-27 00:00:00+00:00,8331.4874361021,8441.593560054442,112.70637223330777,-35.32955671406866,66.97063699551154,1
2019-10-28T00:00:00+00:00,1572220800000,9528.62,9901.97,9182.33,9198.09,343.196832,18065,3259641.60476431,9497.877896391275,2019-10-28 00:00:00+00:00,8365.471850372605,8449.120887815094,165.59635674269157,4.855625977283384,60.832343966079,1
2019-10-29T00:00:00+00:00,1572307200000,9202.96,9533.79,9094.14,9408.43,280.989401,15470,2631042.96725867,9363.495412621169,2019-10-29 00:00:00+00:00,8406.372169965836,8458.666252115441,221.92650008488454,48.26980079880362,63.1324295261035,1
2019-10-30T00:00:00+00:00,1572393600000,9407.96,9407.96,9004.51,9154.99,195.557213,11223,1800252.64242166,9205.7593519788,2019-10-30 00:00:00+00:00,8435.72973192796,8465.594846621756,243.31329045173152,87.2784987293892,58.66236348465088,1
2019-10-31T00:00:00+00:00,1572480000000,9168.24,9400.0,8950.81,9142.65,181.578946,12126,1664277.57726746,9165.586726488984,2019-10-31 00:00:00+00:00,8463.452095381766,8472.33171381955,256.3121342952527,121.08522584256191,58.44537520774043,1
2019-11-01T00:00:00+00:00,1572566400000,9141.77,9270.25,9041.97,9230.4,97.201588,3350,888572.86388654,9141.54678096967,2019-11-01 00:00:00+00:00,8493.528483798167,8479.874681841247,270.57547765646996,150.98327620534354,59.590048865726274,3
2019-11-02T00:00:00+00:00,1572652800000,9237.7,9366.42,9191.84,9288.85,66.076289,838,612133.16820494,9264.036728892872,2019-11-02 00:00:00+00:00,8524.717562864906,8487.92418749457,283.3296586072065,177.45255268571614,60.37307237039027,3
2019-11-03T00:00:00+00:00,1572739200000,9320.52,9361.62,9069.38,9203.46,34.509873,648,317655.3722764,9204.767930510783,2019-11-03 00:00:00+00:00,8551.334913340792,8495.043946822982,283.281684610125,198.61837907059794,58.587016510706576,3
2019-11-04T00:00:00+00:00,1572825600000,9199.9,9505.13,9119.48,9391.41,52.793238,1270,493677.14722027,9351.143554033755,2019-11-04 00:00:00+00:00,8584.27903438625,8503.963012028724,295.00897923223783,217.89649910292593,61.30079154017131,3
2019-11-05T00:00:00+00:00,1572912000000,9395.14,9454.72,9180.44,9301.49,54.873119,1444,510763.92518866,9308.089908077942,2019-11-05 00:00:00+00:00,8612.404954606398,8511.898603948837,293.66199947198766,233.0495991767383,59.2987124137123,3
2019-11-06T00:00:00+00:00,1572998400000,9308.69,9429.6,9255.24,9346.85,34.746287,1182,324379.51355804,9335.659765834547,2019-11-06 00:00:00+00:00,8641.206721092422,8520.206578038898,292.87855949490404,245.01539124037146,60.0082686039745,3
2019-11-07T00:00:00+00:00,1573084800000,9342.01,9371.03,9115.87,9210.1,67.721284,1586,625098.1302192,9230.453017092825,2019-11-07 00:00:00+00:00,8663.516261441739,8527.07118920269,278.01827393456733,251.61596777921065,56.79373445402095,3
2019-11-08T00:00:00+00:00,1573171200000,9207.76,9253.18,8697.25,8781.14,142.738944,3291,1273558.28362499,8922.290216922089,2019-11-08 00:00:00+00:00,8668.128957071474,8529.599237071321,228.98826930542054,247.09042808445264,48.091183793909046,1
2019-11-09T00:00:00+00:00,1573257600000,8773.61,8875.14,8729.97,8810.15,50.229502,1362,441587.36474185,8791.39444268928,2019-11-09 00:00:00+00:00,8673.698409735338,8532.39078695121,190.27908312240834,235.7281590920438,48.66408933099734,1
2019-11-10T00:00:00+00:00,1573344000000,8802.19,9137.31,8759.48,9039.3,85.368805,1777,765871.4273621,8971.32655613605,2019-11-10 00:00:00+00:00,8688.035727000619,8537.434659717865,176.0627226300494,223.79507179964492,53.07012592600188,1
2019-11-11T00:00:00+00:00,1573430400000,9044.51,9065.8,8624.44,8731.92,74.459175,1823,653915.52796066,8782.202165960878,2019-11-11 00:00:00+00:00,8689.756678882948,8539.369837233111,138.39779378127605,206.71561619597117,47.21606728555097,1
2019-11-12T00:00:00+00:00,1573516800000,8712.08,8874.22,8600.0,8821.69,87.183872,1693,761507.99619342,8734.505347427332,2019-11-12 00:00:00+00:00,8694.93053461303,8542.178993081538,114.47219090794897,188.26693113836674,48.98592072963845,1
2019-11-13T00:00:00+00:00,1573603200000,8823.72,8841.26,8721.49,8791.21,161.907523,2696,1420714.18538331,8774.849735569793,2019-11-13 00:00:00+00:00,8698.706199922322,8544.656913548388,91.99108106807398,169.0117611243082,48.39260888637486,1
2019-11-14T00:00:00+00:00,1573689600000,8791.22,8808.57,8598.33,8645.97,70.182731,2641,610576.54603219,8699.811724798654,2019-11-14 00:00:00+00:00,8696.638113650859,8545.665003960841,61.74324764859375,147.55805842916533,45.56083005578066,1
2019-11-15T00:00:00+00:00,1573776000000,8645.97,8783.3,8408.21,8473.65,94.894971,2511,813036.87173838,8567.755099881742,2019-11-15 00:00:00+00:00,8687.893481742982,8544.948436757251,23.59485112166658,122.76541696766559,42.39132522847241,-1
2019-11-16T00:00:00+00:00,1573862400000,8479.04,8535.98,8445.92,8495.01,68.057582,1665,577549.34535446,8486.186672845062,2019-11-16 00:00:00+00:00,8680.329423635414,8544.45153688902,-4.858449303952511,97.24064371334197,42.921383327667655,-1
2019-11-17T00:00:00+00:00,1573948800000,8495.01,8626.55,8420.0,8511.33,95.148871,3724,810984.55884666,8523.322981379988,2019-11-17 00:00:00+00:00,8673.701995257556,8544.121969357788,-25.793673861870047,72.63378019829956,43.3502645828662,-1
2019-11-18T00:00:00+00:00,1574035200000,8511.51,8511.51,8069.0,8186.59,71.17284,5880,589565.06904439,8283.568128578121,2019-11-18 00:00:00+00:00,8654.599564070984,8540.564437324378,-67.80715550853711,44.54559305693223,37.338275334773655,-1
2019-11-19T00:00:00+00:00,1574121600000,8182.71,8208.97,8004.04,8133.77,83.997387,5726,682237.00247427,8122.121733075695,2019-11-19 00:00:00+00:00,8634.174875283887,8536.516731480355,-104.16453109485883,14.80356822657402,36.45274394258803,-1
2019-11-20T00:00:00+00:00,1574208000000,8134.49,8229.5,8046.64,8094.38,58.436428,6973,473949.0327295,8110.506561583469,2019-11-20 00:00:00+00:00,8613.006448802165,8532.117361017865,-134.6048164562817,-15.078108709997124,35.771413065212315,-1
2019-11-21T00:00:00+00:00,1574294400000,8097.84,8132.71,7520.18,7634.12,195.157049,6331,1511505.78203138,7745.073979015639,2019-11-21 00:00:00+00:00,8574.618744927571,8523.18206389331,-193.63598229265335,-50.78968342652837,28.96011273346967,0
2019-11-22T00:00:00+00:00,1574380800000,7628.15,7721.84,6798.5,7282.49,205.231104,6988,1496155.74160249,7290.1022917193395,2019-11-22 00:00:00+00:00,8523.947029440216,8510.836869227705,-265.72904974516496,-93.7775566902557,25.037680899833873,0
2019-11-23T00:00:00+00:00,1574467200000,7277.26,7343.76,7087.9,7314.92,30.163185,2884,218318.42725795,7237.910295545713,2019-11-23 00:00:00+00:00,8476.534204756286,8498.937198887132,-316.5969624245372,-138.341437837112,26.03272083673035,-2
2019-11-24T00:00:00+00:00,1574553600000,7321.06,7334.4,6890.0,6905.31,143.180018,5073,1014166.43231206,7083.156200693173,2019-11-24 00:00:00+00:00,8414.917569275647,8483.080211833529,-385.5182391684948,-187.7767981033886,22.051285274534564,-2
2019-11-25T00:00:00+00:00,1574640000000,6901.05,7369.92,6524.64,7121.63,179.918842,7764,1242840.72805286,6907.785278280414,2019-11-25 00:00:00+00:00,8364.20040969621,8469.533443556578,-417.8667239203878,-233.79478326678844,28.288883811039284,-2
2019-11-26T00:00:00+00:00,1574726400000,7114.36,7335.85,7031.09,7151.05,115.245337,4124,823870.77112088,7148.842569837598,2019-11-26 00:00:00+00:00,8316.62588382577,8456.414205312234,-436.1020698209268,-274.2562405776161,29.11962386750406,-2
2019-11-27T00:00:00+00:00,1574812800000,7155.73,7648.1,6850.74,7515.75,102.011077,5412,740946.91870746,7263.396686885877,2019-11-27 00:00:00+00:00,8285.21898642084,8447.054362473307,-416.32632008692144,-302.6702564794772,38.613230385042996,-3
2019-11-28T00:00:00+00:00,1574899200000,7506.5,7643.22,7365.12,7424.67,88.485575,3391,667399.04459474,7542.461520928581,2019-11-28 00:00:00+00:00,8251.471967345513,8436.88138374223,-403.3536806077218,-322.80694130512614,37.270638586408694,-3
2019-11-29T00:00:00+00:00,1574985600000,7412.07,7855.0,7404.12,7737.13,91.680678,4836,701005.98283169,7646.169270603453,2019-11-29 00:00:00+00:00,8231.301694116277,8429.918683406486,-363.6677245415949,-330.9790979524199,44.411475144634494,-3
2019-11-30T00:00:00+00:00,1575072000000,7737.98,7800.0,7414.0,7548.08,114.531438,3868,876196.89322034,7650.274095225627,2019-11-30 00:00:00+00:00,8204.508686503874,8421.144169143736,-343.51128916737434,-333.4855361954108,41.34481127188739,-3
2019-12-01T00:00:00+00:00,1575158400000,7540.08,7542.65,7236.66,7396.18,77.402772,3980,569476.17214012,7357.309789113495,2019-12-01 00:00:00+00:00,8172.809522327251,8410.945520694544,-335.92193052184666,-333.972815060698,39.0137461435622,-3
2019-12-02T00:00:00+00:00,1575244800000,7405.58,7419.16,7162.23,7296.97,107.114703,4809,778557.21047437,7268.443907970039,2019-12-02 00:00:00+00:00,8138.46287439285,8399.861187155295,-334.061869696754,-333.9906259879092,37.52560720285304,-3
2019-12-03T00:00:00+00:00,1575331200000,7296.96,7399.97,7239.55,7281.25,58.636189,4021,428974.70548526,7315.869479260666,2019-12-03 00:00:00+00:00,8104.846683240189,8388.730727581611,-330.05160130448166,-333.20282105122374,37.28293629678104,-1
2019-12-04T00:00:00+00:00,1575417600000,7284.86,7751.07,7082.46,7195.68,118.667835,9745,872355.41240979,7351.237278490756,2019-12-04 00:00:00+00:00,8069.193087819005,8376.859576063387,-329.9744781902573,-332.5571524790305,35.92119552929984,-1
2019-12-05T00:00:00+00:00,1575504000000,7180.59,7480.67,7153.94,7381.97,113.534324,13461,832524.13155778,7332.796833826042,2019-12-05 00:00:00+00:00,8042.243162806495,8366.960177296587,-311.2929204433267,-328.30430607188976,40.97558513198534,-1
2019-12-06T00:00:00+00:00,1575590400000,7376.79,7597.04,7303.9,7529.99,76.723168,1933,570418.69848336,7434.764665653013,2019-12-06 00:00:00+00:00,8022.15480348075,8358.63211583095,-281.30101143426964,-318.9036471443658,44.707535046907935,-1
2019-12-07T00:00:00+00:00,1575676800000,7542.59,7611.36,7472.23,7491.51,36.009011,1238,270991.89242911,7525.668850752663,2019-12-07 00:00:00+00:00,8001.34520334425,8350.004035076412,-257.66699712307945,-306.6563171401085,43.929921372694196,-1
2019-12-08T00:00:00+00:00,1575763200000,7485.51,7562.68,7378.86,7509.15,32.269798,2287,240993.19842661,7468.072729386468,2019-12-08 00:00:00+00:00,7982.043430664084,8341.637328259732,-234.8067637211716,-292.2864064563211,44.407284916703944,-1
2019-12-09T00:00:00+00:00,1575849600000,7511.64,7645.75,7276.66,7345.27,68.682337,2178,514116.82488084,7485.42998589055,2019-12-09 00:00:00+00:00,7957.071923579218,8331.72322549098,-227.29351232399313,-279.28782762985554,40.921639786124864,-1
2019-12-10T00:00:00+00:00,1575936000000,7337.84,7405.29,7164.42,7227.39,59.576235,2457,434576.01086851,7294.452408221332,2019-12-10 00:00:00+00:00,7928.456946183955,8320.734835187586,-228.22035510598744,-269.0743331250819,38.57608310172356,-1
2019-12-11T00:00:00+00:00,1576022400000,7230.5,7271.71,7139.23,7208.17,23.33556,1438,168269.94492682,7210.880944225037,2019-12-11 00:00:00+00:00,7900.21039927478,8309.664538320048,-227.87893158639963,-260.83525281734546,38.19170390145874,-1
2019-12-12T00:00:00+00:00,1576108800000,7210.16,7292.67,7087.23,7200.81,43.880735,1687,315859.40683962,7198.133915478397,2019-12-12 00:00:00+00:00,7872.782932636554,8298.631159829301,-225.60164613274628,-253.78853148042563,38.03541109873649,-1
2019-12-13T00:00:00+00:00,1576195200000,7196.03,7302.72,7195.48,7253.02,24.308115,1197,176072.38342966,7243.358171938054,2019-12-13 00:00:00+00:00,7848.478503905709,8288.227068686721,-217.0815889125588,-246.44714296685228,39.913882760247155,-1
2019-12-14T00:00:00+00:00,1576281600000,7254.49,7269.11,7013.56,7068.94,49.742195,2103,353750.6750161,7111.682044109633,2019-12-14 00:00:00+00:00,7817.9083664976415,8276.094859048048,-222.61691059004715,-241.68109649149127,35.793795422140704,-1
2019-12-15T00:00:00+00:00,1576368000000,7066.69,7196.62,7011.08,7121.19,32.087207,1784,228107.86665693,7108.997260401318,2019-12-15 00:00:00+00:00,7790.586077615381,8264.603268410754,-220.24866505998762,-237.39461020519056,37.7577529016033,-1
2019-12-16T00:00:00+00:00,1576454400000,7123.79,7152.66,6850.0,6893.47,80.234618,1586,558535.67906804,6961.280467092646,2019-12-16 00:00:00+00:00,7755.405054963798,8250.96015131214,-234.04894374657943,-236.72547691346836,33.01752557769784,-1
2019-12-17T00:00:00+00:00,1576540800000,6891.13,6937.54,6564.89,6619.91,104.834435,1565,703780.98464529,6713.261579034503,2019-12-17 00:00:00+00:00,7710.87583712208,8234.730796572716,-264.0163536150312,-242.18365225378093,28.40422202971598,-2
2019-12-18T00:00:00+00:00,1576627200000,6626.58,7411.91,6438.08,7270.83,156.116394,2535,1066162.57397371,6829.280043284307,2019-12-18 00:00:00+00:00,7693.619137627097,8225.1397438705,-232.56111800068265,-240.25914540316128,47.27992811553313,-1
2019-12-19T00:00:00+00:00,1576713600000,7285.03,7366.95,7048.75,7147.99,76.642129,1876,549559.42962992,7170.461426377131,2019-12-19 00:00:00+00:00,7672.221916543682,8214.421835971292,-215.06563576151348,-235.22044347483174,44.87544654717577,-1
2019-12-20T00:00:00+00:00,1576800000000,7156.13,7214.26,7082.3,7181.29,29.912234,676,213808.88047565,7147.874026247921,2019-12-20 00:00:00+00:00,7652.969684522362,8204.141917205408,-196.251048414455,-227.4265644627564,45.681898204037445,-1
2019-12-21T00:00:00+00:00,1576886400000,7188.86,7190.69,7118.0,7137.74,17.305598,313,123673.93805748,7146.470064627642,2019-12-21 00:00:00+00:00,7632.764598854818,8193.530952855106,-182.74786974180824,-218.4908255185668,44.75964848726753,-1
2019-12-22T00:00:00+00:00,1576972800000,7137.36,7512.47,7127.42,7504.57,69.748961,918,510605.96931964,7320.624737616379,2019-12-22 00:00:00+00:00,7627.737359684042,8186.675619990877,-140.8230674228762,-202.95727389942869,53.310094240044975,-1
2019-12-23T00:00:00+00:00,1577059200000,7510.48,7689.98,7271.82,7321.46,139.129644,1592,1043876.77387046,7502.906956841346,2019-12-23 00:00:00+00:00,7615.726482833687,8178.066509344202,-120.97824432487687,-186.56146798451834,49.215019050200986,-1
2019-12-24T00:00:00+00:00,1577145600000,7312.63,7430.89,7166.3,7276.31,68.082751,1065,495823.35739253,7282.657502963269,2019-12-24 00:00:00+00:00,7602.416032526484,8169.093807758688,-107.65334595094646,-170.77984357780397,48.23120966824732,-1
2019-12-25T00:00:00+00:00,1577232000000,7262.39,7272.13,7131.55,7200.1,31.498899,554,227121.60230357,7210.461619740106,2019-12-25 00:00:00+00:00,7586.63893321172,8159.452078328253,-102.06622219985184,-157.03711930221357,46.54007094651186,-1
2019-12-26T00:00:00+00:00,1577318400000,7205.02,7432.08,7164.33,7208.33,38.359558,684,278010.65446193,7247.493687542749,2019-12-26 00:00:00+00:00,7571.803288772045,8149.988177051356,-95.86917399372487,-144.80353024051584,46.75718336168938,-1
2019-12-27T00:00:00+00:00,1577404800000,7208.33,7273.96,7100.0,7249.98,56.297457,810,405539.37828206,7203.511488663866,2019-12-27 00:00:00+00:00,7559.18276764373,8141.032871807064,-86.59890347332657,-133.162604887078,47.9101305208682,-1
2019-12-28T00:00:00+00:00,1577491200000,7253.94,7361.77,7250.22,7308.62,31.311032,603,228862.48770659,7309.324320788596,2019-12-28 00:00:00+00:00,7549.356776755741,8132.750156664706,-73.67115416562592,-121.26431474278759,49.566034454743004,-1
2019-12-29T00:00:00+00:00,1577577600000,7312.34,7526.48,7294.84,7391.07,25.926259,537,191712.79107654,7394.541228510445,2019-12-29 00:00:00+00:00,7543.149452177085,8125.370254608341,-56.12581035856056,-108.23661386594219,51.88219702950005,-1
2019-12-30T00:00:00+00:00,1577664000000,7357.28,7396.65,7227.31,7244.3,75.239284,839,549628.15315285,7305.068893968342,2019-12-30 00:00:00+00:00,7531.429865817199,8116.603386403283,-53.447996146659534,-97.27889032208566,47.68411458735995,-1
2019-12-31T00:00:00+00:00,1577750400000,7240.76,7300.0,7146.0,7197.33,50.669991,568,366875.19043639,7240.482644577339,2019-12-31 00:00:00+00:00,7518.327910294956,8107.456387533599,-54.48779417269998,-88.72067109220853,46.39042841284192,-1
2020-01-01T00:00:00+00:00,1577836800000,7180.46,7245.54,7175.62,7195.65,31.403883,491,226629.00992921,7216.591971419904,2020-01-01 00:00:00+00:00,7505.673874597115,8098.383687160131,-54.815524316491064,-81.93964173706505,46.34199964846718,-1
2020-01-02T00:00:00+00:00,1577923200000,7191.39,7210.05,6934.29,6961.8,67.004407,738,476379.33805488,7109.6717273369795,2020-01-02 00:00:00+00:00,7484.345487358013,8087.074396740627,-73.10231546257819,-80.17217648216769,40.07123490694725,-1
2020-01-03T00:00:00+00:00,1578009600000,6958.14,7404.24,6877.78,7345.65,102.621386,1697,742763.2367792,7237.899094241428,2020-01-03 00:00:00+00:00,7478.906448638091,8079.697039559129,-55.975985842417685,-75.33293835421769,51.639008683776645,-1
2020-01-04T00:00:00+00:00,1578096000000,7344.55,7403.98,7282.25,7349.45,32.271372,481,236709.95916405,7334.982818953282,2020-01-04 00:00:00+00:00,7473.829725162088,8072.430899862024,-41.6168844495005,-68.58972757327426,51.73832568039801,-1
2020-01-05T00:00:00+00:00,1578182400000,7363.88,7489.84,7332.96,7364.19,67.247638,678,500336.38086466,7440.207503862962,2020-01-05 00:00:00+00:00,7469.530128096908,8065.383726729068,-28.716769290383127,-60.61513591669603,52.14883167124815,-1
2020-01-06T00:00:00+00:00,1578268800000,7359.4,7796.86,7352.92,7777.53,142.311675,914,1075569.84680959,7557.846865407142,2020-01-06 00:00:00+00:00,7481.608554446049,8062.51951054271,14.690406623915806,-45.55402740857367,61.928278052352056,-1
2020-01-07T00:00:00+00:00,1578355200000,7785.53,8198.98,7735.68,8174.34,242.896066,2947,1926903.17730094,7933.035759010359,2020-01-07 00:00:00+00:00,7508.774493487381,8063.632152228853,80.18582471490299,-20.406056983878337,68.56930906816598,1
2020-01-08T00:00:00+00:00,1578441600000,8174.37,8456.12,7890.0,8051.97,186.162188,2211,1533174.26317588,8235.691037193224,2020-01-08 00:00:00+00:00,7530.076278056504,8063.516110913143,120.82439074385456,7.840032561668243,64.81454624905915,-1
2020-01-09T00:00:00+00:00,1578528000000,8036.44,8036.44,7753.44,7824.32,116.171338,1368,915656.23025253,7881.946149682204,2020-01-09 00:00:00+00:00,7541.615247544484,8061.136050108038,133.12669300877224,32.89736465108904,58.40695660942577,-1
2020-01-10T00:00:00+00:00,1578614400000,7813.16,8195.0,7684.66,8195.0,189.003029,1792,1500104.24983744,7936.93232206051,2020-01-10 00:00:00+00:00,7567.238179013329,8062.4680297089535,170.81805013360827,60.481501747592894,64.55206236708057,1
